id,Total_Cell_Count,Proliferative_Cell_Count,Proliferative_Cell_Percentage
hsa-miR-5011-5p,484,6,1.239669421
hsa-miR-5011-3p,525.5,24.5,4.662226451
hsa-miR-5010-5p,624.5,110,17.61409127
hsa-miR-5010-3p,546.5,15,2.74473925
hsa-miR-501-5p,473.5,59.5,12.56599789
hsa-miR-501-3p,516.5,31.5,6.09874153
hsa-miR-500b,531,51.5,9.698681733
hsa-miR-500a-5p,566,36.5,6.448763251
hsa-miR-500a-3p,399,7,1.754385965
hsa-miR-5009-5p,494,45.5,9.210526316
hsa-miR-5009-3p,773.5,336,43.43891403
hsa-miR-5008-5p,458,25,5.458515284
hsa-miR-5008-3p,804.5,325,40.39776259
hsa-miR-5007-5p,483.5,50.5,10.44467425
hsa-miR-5007-3p,562.5,110,19.55555556
hsa-miR-5006-5p,749,328.5,43.85847797
hsa-miR-5006-3p,529.5,50.5,9.537299339
hsa-miR-5004-5p,598,72,12.04013378
hsa-miR-5004-3p,843.5,227,26.91167753
hsa-miR-5003-5p,524.5,30.5,5.815061964
hsa-miR-5003-3p,394.5,4,1.013941698
hsa-miR-5002-5p,394,14.5,3.680203046
hsa-miR-5002-3p,551.5,55.5,10.06346328
hsa-miR-5001-5p,587.5,46,7.829787234
hsa-miR-5001-3p,506.5,54,10.66140178
hsa-miR-5000-5p,451,0.5,0.110864745
hsa-miR-5000-3p,659.5,223.5,33.88931008
hsa-miR-499b-5p,405.5,18,4.438964242
hsa-miR-499b-3p,481.5,24,4.984423676
hsa-miR-499a-5p,496.5,6,1.208459215
hsa-miR-499a-3p,477.5,6.5,1.361256545
hsa-miR-4999-5p,825.5,144.5,17.5045427
hsa-miR-4999-3p,454,41,9.030837004
hsa-miR-498,737.5,229,31.05084746
hsa-miR-497-5p,404.5,0.5,0.123609394
hsa-miR-497-3p,486,50,10.28806584
hsa-miR-496,469.5,12.5,2.662406816
hsa-miR-495-5p,483.5,40.5,8.376421923
hsa-miR-495-3p,629.5,215,34.15409055
hsa-miR-494,533,6.5,1.219512195
hsa-miR-493-5p,522.5,110.5,21.14832536
hsa-miR-493-3p,662.5,31,4.679245283
hsa-miR-492,734.5,194,26.41252553
hsa-miR-491-5p,438.5,3,0.684150513
hsa-miR-491-3p,358,0,0
hsa-miR-490-5p,659,63,9.559939302
hsa-miR-490-3p,637,219.5,34.45839874
hsa-miR-489,463.5,10,2.157497303
hsa-miR-488-5p,495.5,27,5.449041372
hsa-miR-488-3p,500.5,10.5,2.097902098
hsa-miR-487b,595.5,109,18.30394626
hsa-miR-487a,562.5,171,30.4
hsa-miR-486-5p,779,202,25.93068036
hsa-miR-486-3p,404.5,11,2.719406675
hsa-miR-485-5p,529,19,3.59168242
hsa-miR-485-3p,669,98,14.64872945
hsa-miR-484,779,229.5,29.46084724
hsa-miR-483-5p,596,99.5,16.69463087
hsa-miR-483-3p,508,61,12.00787402
hsa-miR-4804-5p,568,21,3.697183099
hsa-miR-4804-3p,512,7.5,1.46484375
hsa-miR-4803,728.5,316,43.37680165
hsa-miR-4802-5p,545.5,32.5,5.957836847
hsa-miR-4802-3p,470.5,13,2.763018066
hsa-miR-4801,606.5,111,18.30173124
hsa-miR-4800-5p,636,77.5,12.18553459
hsa-miR-4800-3p,527,88.5,16.79316888
hsa-miR-4799-5p,502.5,62.5,12.43781095
hsa-miR-4799-3p,483,40,8.281573499
hsa-miR-4798-5p,513,87.5,17.05653021
hsa-miR-4798-3p,469.5,45.5,9.691160809
hsa-miR-4797-5p,413,1,0.242130751
hsa-miR-4797-3p,481,16.5,3.43035343
hsa-miR-4796-5p,381,4,1.049868766
hsa-miR-4796-3p,457.5,29,6.338797814
hsa-miR-4795-5p,563,77.5,13.76554174
hsa-miR-4795-3p,467,40,8.565310493
hsa-miR-4794,515.5,45.5,8.826382153
hsa-miR-4793-5p,384.5,14.5,3.771131339
hsa-miR-4793-3p,487,49,10.06160164
hsa-miR-4792,517.5,7.5,1.449275362
hsa-miR-4791,840,435.5,51.8452381
hsa-miR-4790-5p,420.5,3.5,0.832342449
hsa-miR-4790-3p,388.5,6.5,1.673101673
hsa-miR-4789-5p,501.5,50,9.970089731
hsa-miR-4789-3p,612.5,203,33.14285714
hsa-miR-4788,552,85,15.39855072
hsa-miR-4787-5p,761,346,45.46649146
hsa-miR-4787-3p,551.5,175,31.73164098
hsa-miR-4786-5p,686,132,19.24198251
hsa-miR-4786-3p,520,8.5,1.634615385
hsa-miR-4785,671,171.5,25.55886736
hsa-miR-4784,924.5,509.5,55.11087074
hsa-miR-4783-5p,714.5,201.5,28.20153954
hsa-miR-4783-3p,661,106,16.03630862
hsa-miR-4782-5p,384.5,7.5,1.950585176
hsa-miR-4782-3p,674.5,164.5,24.38843588
hsa-miR-4781-5p,439,33.5,7.630979499
hsa-miR-4781-3p,493,96,19.47261663
hsa-miR-4780,767,239.5,31.22555411
hsa-miR-4779,434.5,40,9.20598389
hsa-miR-4778-5p,496,106,21.37096774
hsa-miR-4778-3p,527,24.5,4.648956357
hsa-miR-4777-5p,346.5,3.5,1.01010101
hsa-miR-4777-3p,477.5,48,10.05235602
hsa-miR-4776-5p,657,172,26.17960426
hsa-miR-4776-3p,404.5,4,0.988875155
hsa-miR-4775,625,142.5,22.8
hsa-miR-4774-5p,455,49.5,10.87912088
hsa-miR-4774-3p,378.5,0,0
hsa-miR-4773,464,73.5,15.84051724
hsa-miR-4772-5p,353,5,1.416430595
hsa-miR-4772-3p,457.5,35.5,7.759562842
hsa-miR-4771,522.5,62.5,11.96172249
hsa-miR-4770,584.5,135,23.09666382
hsa-miR-4769-5p,703.5,206.5,29.35323383
hsa-miR-4769-3p,864.5,261.5,30.24869867
hsa-miR-4768-5p,488,36.5,7.479508197
hsa-miR-4768-3p,446,20,4.484304933
hsa-miR-4767,728,172.5,23.69505495
hsa-miR-4766-5p,638.5,154,24.11902897
hsa-miR-4766-3p,422,36,8.530805687
hsa-miR-4765,571.5,227,39.720035
hsa-miR-4764-5p,368,22.5,6.114130435
hsa-miR-4764-3p,645.5,129.5,20.06196747
hsa-miR-4763-5p,454,34.5,7.599118943
hsa-miR-4763-3p,547,91,16.63619744
hsa-miR-4762-5p,405.5,62.5,15.41307028
hsa-miR-4762-3p,376.5,1.5,0.398406375
hsa-miR-4761-5p,454.5,24,5.280528053
hsa-miR-4761-3p,432,40.5,9.375
hsa-miR-4760-5p,652,222.5,34.12576687
hsa-miR-4760-3p,529,123.5,23.34593573
hsa-miR-4759,521,92,17.65834933
hsa-miR-4758-5p,864,394,45.60185185
hsa-miR-4758-3p,734,128,17.4386921
hsa-miR-4757-5p,740,176,23.78378378
hsa-miR-4757-3p,657.5,283.5,43.11787072
hsa-miR-4756-5p,427.5,14.5,3.391812865
hsa-miR-4756-3p,518,63.5,12.25868726
hsa-miR-4755-5p,526,69.5,13.21292776
hsa-miR-4755-3p,615,110,17.88617886
hsa-miR-4754,493,11,2.231237323
hsa-miR-4753-5p,353.5,0.5,0.141442716
hsa-miR-4753-3p,369.5,3.5,0.947225981
hsa-miR-4752,467.5,6,1.28342246
hsa-miR-4751,700,230.5,32.92857143
hsa-miR-4750-5p,477,4,0.838574423
hsa-miR-4750-3p,660.5,223.5,33.83800151
hsa-miR-4749-5p,503.5,42,8.341608739
hsa-miR-4749-3p,894.5,388.5,43.43208496
hsa-miR-4748,558,36.5,6.541218638
hsa-miR-4747-5p,569,11,1.933216169
hsa-miR-4747-3p,428.5,41.5,9.684947491
hsa-miR-4746-5p,547,59.5,10.87751371
hsa-miR-4746-3p,576.5,16,2.775368604
hsa-miR-4745-5p,682.5,186.5,27.32600733
hsa-miR-4745-3p,722,206,28.53185596
hsa-miR-4744,723,258.5,35.7538036
hsa-miR-4743-5p,501.5,27.5,5.483549352
hsa-miR-4743-3p,455.5,9.5,2.085620198
hsa-miR-4742-5p,669.5,182,27.18446602
hsa-miR-4742-3p,611,74,12.11129296
hsa-miR-4741,986.5,525.5,53.2691333
hsa-miR-4740-5p,391,7,1.79028133
hsa-miR-4740-3p,552.5,139,25.15837104
hsa-miR-4739,621.5,99,15.92920354
hsa-miR-4738-5p,440.5,11.5,2.610669694
hsa-miR-4738-3p,539,36.5,6.771799629
hsa-miR-4737,470,4,0.85106383
hsa-miR-4736,366.5,3.5,0.954979536
hsa-miR-4735-5p,609,181.5,29.80295567
hsa-miR-4735-3p,544.5,99,18.18181818
hsa-miR-4734,660,65,9.848484848
hsa-miR-4733-5p,629.5,70.5,11.19936458
hsa-miR-4733-3p,543.5,119.5,21.98712052
hsa-miR-4732-5p,813.5,310,38.1069453
hsa-miR-4732-3p,850,420,49.41176471
hsa-miR-4731-5p,538.5,20,3.714020427
hsa-miR-4731-3p,545,101,18.53211009
hsa-miR-4730,389.5,13,3.337612323
hsa-miR-4729,639.5,91.5,14.30805317
hsa-miR-4728-5p,424,11.5,2.712264151
hsa-miR-4728-3p,584.5,183.5,31.39435415
hsa-miR-4727-5p,527,26,4.933586338
hsa-miR-4727-3p,528.5,37,7.000946074
hsa-miR-4726-5p,716,128.5,17.94692737
hsa-miR-4726-3p,515,44,8.54368932
hsa-miR-4725-5p,666.5,134.5,20.18004501
hsa-miR-4725-3p,641,61,9.516380655
hsa-miR-4724-5p,517.5,36,6.956521739
hsa-miR-4724-3p,441.5,13,2.944507361
hsa-miR-4723-5p,694,143,20.60518732
hsa-miR-4723-3p,727.5,306,42.06185567
hsa-miR-4722-5p,776,205,26.41752577
hsa-miR-4722-3p,424,11.5,2.712264151
hsa-miR-4721,464.5,7.5,1.614639397
hsa-miR-4720-5p,429,20,4.662004662
hsa-miR-4720-3p,421.5,27,6.40569395
hsa-miR-4719,826.5,406.5,49.18330309
hsa-miR-4718,810.5,106,13.0783467
hsa-miR-4717-5p,427.5,6.5,1.520467836
hsa-miR-4717-3p,901,294,32.63041065
hsa-miR-4716-5p,491,43,8.757637475
hsa-miR-4716-3p,530.5,28.5,5.372290292
hsa-miR-4715-5p,440,10.5,2.386363636
hsa-miR-4715-3p,819.5,214.5,26.17449664
hsa-miR-4714-5p,747.5,202.5,27.090301
hsa-miR-4714-3p,590,168.5,28.55932203
hsa-miR-4713-5p,483.5,88.5,18.30403309
hsa-miR-4713-3p,506.5,40.5,7.996051333
hsa-miR-4712-5p,525,22.5,4.285714286
hsa-miR-4712-3p,417,24.5,5.87529976
hsa-miR-4711-5p,392.5,6.5,1.656050955
hsa-miR-4711-3p,657.5,122.5,18.63117871
hsa-miR-4710,630,53,8.412698413
hsa-miR-4709-5p,629.5,64,10.16679905
hsa-miR-4709-3p,425,6.5,1.529411765
hsa-miR-4708-5p,541.5,58,10.710988
hsa-miR-4708-3p,393,3.5,0.890585242
hsa-miR-4707-5p,797.5,349,43.76175549
hsa-miR-4707-3p,566,83.5,14.75265018
hsa-miR-4706,673,50.5,7.50371471
hsa-miR-4705,639.5,132.5,20.71931196
hsa-miR-4704-5p,588.5,65.5,11.1299915
hsa-miR-4704-3p,685,259,37.81021898
hsa-miR-4703-5p,621,173.5,27.93880837
hsa-miR-4703-3p,837,265.5,31.72043011
hsa-miR-4701-5p,449.5,23,5.11679644
hsa-miR-4701-3p,420,2.5,0.595238095
hsa-miR-4700-5p,580,27.5,4.74137931
hsa-miR-4700-3p,744.5,343,46.07118872
hsa-miR-4699-5p,738.5,65.5,8.869329722
hsa-miR-4699-3p,504,42,8.333333333
hsa-miR-4698,520.5,80.5,15.46589817
hsa-miR-4697-5p,391,4.5,1.150895141
hsa-miR-4697-3p,926.5,347,37.45277928
hsa-miR-4696,592.5,73.5,12.40506329
hsa-miR-4695-5p,598,88,14.71571906
hsa-miR-4695-3p,680,124,18.23529412
hsa-miR-4694-5p,491.5,13,2.644964395
hsa-miR-4694-3p,543,43,7.918968692
hsa-miR-4693-5p,475.5,14,2.94426919
hsa-miR-4693-3p,464.5,7,1.506996771
hsa-miR-4692,564.5,35.5,6.288751107
hsa-miR-4691-5p,583,85.5,14.66552316
hsa-miR-4691-3p,798,229.5,28.7593985
hsa-miR-4690-5p,386.5,2.5,0.64683053
hsa-miR-4690-3p,819,326.5,39.86568987
hsa-miR-4689,633,50.5,7.977883096
hsa-miR-4688,473,44,9.302325581
hsa-miR-4687-5p,607,104.5,17.21581549
hsa-miR-4687-3p,627.5,61,9.721115538
hsa-miR-4686,482.5,6.5,1.347150259
hsa-miR-4685-5p,602,100.5,16.69435216
hsa-miR-4685-3p,652,194,29.75460123
hsa-miR-4684-5p,576,163.5,28.38541667
hsa-miR-4684-3p,560,41,7.321428571
hsa-miR-4683,548,10.5,1.916058394
hsa-miR-4682,524,24.5,4.675572519
hsa-miR-4681,593,44,7.41989882
hsa-miR-4680-5p,466,7,1.502145923
hsa-miR-4680-3p,440.5,57.5,13.05334847
hsa-miR-4679,675,221,32.74074074
hsa-miR-4678,508.5,30,5.899705015
hsa-miR-4677-5p,449.5,1,0.22246941
hsa-miR-4677-3p,455,18,3.956043956
hsa-miR-4676-5p,582,70,12.02749141
hsa-miR-4676-3p,726,91.5,12.60330579
hsa-miR-4675,537.5,14.5,2.697674419
hsa-miR-4674,456.5,4.5,0.985761227
hsa-miR-4673,532.5,61,11.45539906
hsa-miR-4672,442.5,7,1.581920904
hsa-miR-4671-5p,643.5,180.5,28.04972805
hsa-miR-4671-3p,493,15,3.042596349
hsa-miR-4670-5p,598.5,71.5,11.946533
hsa-miR-4670-3p,531,40.5,7.627118644
hsa-miR-4669,544.5,69,12.67217631
hsa-miR-4668-5p,691,249.5,36.10709117
hsa-miR-4668-3p,501,78.5,15.66866267
hsa-miR-4667-5p,556.5,11,1.976639712
hsa-miR-4667-3p,735,145.5,19.79591837
hsa-miR-4666b,453,23.5,5.187637969
hsa-miR-4666a-5p,486,31.5,6.481481481
hsa-miR-4666a-3p,747,279,37.34939759
hsa-miR-4665-5p,694,42,6.051873199
hsa-miR-4665-3p,619.5,76.5,12.34866828
hsa-miR-4664-5p,409,19.5,4.767726161
hsa-miR-4664-3p,471,7.5,1.592356688
hsa-miR-4663,547,83,15.17367459
hsa-miR-4662b,598,99,16.55518395
hsa-miR-4662a-5p,437.5,8,1.828571429
hsa-miR-4662a-3p,632.5,95,15.01976285
hsa-miR-4661-5p,376.5,3.5,0.929614874
hsa-miR-4661-3p,458.5,2.5,0.54525627
hsa-miR-4660,538,50.5,9.3866171
hsa-miR-466,703,255,36.27311522
hsa-miR-4659b-5p,505.5,13,2.571711177
hsa-miR-4659b-3p,386,2,0.518134715
hsa-miR-4659a-5p,634.5,111.5,17.57289204
hsa-miR-4659a-3p,495,17.5,3.535353535
hsa-miR-4658,748,258,34.49197861
hsa-miR-4657,516.5,57.5,11.13262343
hsa-miR-4656,361,5.5,1.523545706
hsa-miR-4655-5p,516,6.5,1.259689922
hsa-miR-4655-3p,659,165.5,25.1138088
hsa-miR-4654,576,12,2.083333333
hsa-miR-4653-5p,819.5,355,43.31909701
hsa-miR-4653-3p,530,37.5,7.075471698
hsa-miR-4652-5p,529.5,16.5,3.116147309
hsa-miR-4652-3p,635,153.5,24.17322835
hsa-miR-4651,547,66.5,12.15722121
hsa-miR-4650-5p,431.5,21,4.866743917
hsa-miR-4650-3p,499.5,60,12.01201201
hsa-miR-4649-5p,526,113.5,21.57794677
hsa-miR-4649-3p,373.5,19.5,5.220883534
hsa-miR-4648,601.5,34.5,5.735660848
hsa-miR-4647,698,216,30.94555874
hsa-miR-4646-5p,472.5,31,6.560846561
hsa-miR-4646-3p,633,106.5,16.82464455
hsa-miR-4645-5p,641.5,146,22.75915822
hsa-miR-4645-3p,496,18,3.629032258
hsa-miR-4644,648.5,27.5,4.240555127
hsa-miR-4643,633,137.5,21.72195893
hsa-miR-4642,426.5,6,1.406799531
hsa-miR-4641,525,41,7.80952381
hsa-miR-4640-5p,688,102.5,14.89825581
hsa-miR-4640-3p,794.5,177.5,22.34109503
hsa-miR-4639-5p,445.5,20.5,4.601571268
hsa-miR-4639-3p,418,32,7.655502392
hsa-miR-4638-5p,504,18,3.571428571
hsa-miR-4638-3p,702,83,11.82336182
hsa-miR-4637,515,25.5,4.951456311
hsa-miR-4636,509,41.5,8.15324165
hsa-miR-4635,466.5,7,1.500535906
hsa-miR-4634,671.5,176,26.20997766
hsa-miR-4633-5p,421,7.5,1.781472684
hsa-miR-4633-3p,494.5,6,1.213346815
hsa-miR-4632-5p,666.5,143,21.45536384
hsa-miR-4632-3p,710.5,162.5,22.87121745
hsa-miR-455-5p,875,263,30.05714286
hsa-miR-455-3p,496,26.5,5.342741935
hsa-miR-4540,468.5,16,3.415154749
hsa-miR-454-5p,614.5,154.5,25.14239219
hsa-miR-454-3p,781,108.5,13.89244558
hsa-miR-4539,626.5,163.5,26.09736632
hsa-miR-4538,319.5,0,0
hsa-miR-4537,599.5,74.5,12.42702252
hsa-miR-4536-5p,427.5,18,4.210526316
hsa-miR-4536-3p,836,200,23.92344498
hsa-miR-4535,817,242.5,29.68176255
hsa-miR-4534,618.5,136,21.9886823
hsa-miR-4533,556,89,16.00719424
hsa-miR-4532,701,208.5,29.74322397
hsa-miR-4531,582.5,17.5,3.004291845
hsa-miR-4530,718.5,215,29.92345164
hsa-miR-4529-5p,496.5,35,7.049345418
hsa-miR-4529-3p,550,17,3.090909091
hsa-miR-4528,565,91,16.10619469
hsa-miR-4527,399.5,4.5,1.12640801
hsa-miR-4526,521.5,98.5,18.88782359
hsa-miR-4525,635.5,76.5,12.03776554
hsa-miR-4524b-5p,348,11,3.16091954
hsa-miR-4524b-3p,377,7.5,1.98938992
hsa-miR-4524a-5p,385,2,0.519480519
hsa-miR-4524a-3p,583,86.5,14.83704974
hsa-miR-4523,647.5,114.5,17.68339768
hsa-miR-4522,532,5.5,1.033834586
hsa-miR-4521,541,92.5,17.09796673
hsa-miR-4520b-5p,541.5,38,7.01754386
hsa-miR-4520b-3p,515,55.5,10.77669903
hsa-miR-4520a-5p,540,30.5,5.648148148
hsa-miR-4520a-3p,524.5,32,6.101048618
hsa-miR-452-5p,851,187.5,22.03290247
hsa-miR-452-3p,355.5,5,1.406469761
hsa-miR-451b,490,64.5,13.16326531
hsa-miR-451a,572,110,19.23076923
hsa-miR-4519,406,39.5,9.729064039
hsa-miR-4518,841,218,25.921522
hsa-miR-4517,541.5,49,9.048938135
hsa-miR-4516,626.5,209.5,33.43974461
hsa-miR-4515,426,5.5,1.291079812
hsa-miR-4514,487.5,18,3.692307692
hsa-miR-4513,605.5,94.5,15.60693642
hsa-miR-4512,647,79,12.21020093
hsa-miR-4511,750.5,274.5,36.57561626
hsa-miR-4510,546,9,1.648351648
hsa-miR-450b-5p,579.5,28.5,4.918032787
hsa-miR-450b-3p,548,45,8.211678832
hsa-miR-450a-5p,589,154,26.14601019
hsa-miR-450a-3p,572,100,17.48251748
hsa-miR-4509,665,218.5,32.85714286
hsa-miR-4508,876,396,45.20547945
hsa-miR-4507,550,26,4.727272727
hsa-miR-4506,466.5,15,3.215434084
hsa-miR-4505,361,9,2.493074792
hsa-miR-4504,494.5,17.5,3.53892821
hsa-miR-4503,457,42.5,9.299781182
hsa-miR-4502,768.5,262,34.09238777
hsa-miR-4501,456.5,23.5,5.147864184
hsa-miR-4500,520,70,13.46153846
hsa-miR-449c-5p,479,6,1.252609603
hsa-miR-449c-3p,464.5,47,10.11840689
hsa-miR-449b-5p,435,0,0
hsa-miR-449b-3p,741,217.5,29.35222672
hsa-miR-449a,417.5,1.5,0.359281437
hsa-miR-4499,635.5,143.5,22.58064516
hsa-miR-4498,263,6,2.281368821
hsa-miR-4497,656.5,42.5,6.473724296
hsa-miR-4496,589,129,21.90152801
hsa-miR-4495,783,297,37.93103448
hsa-miR-4494,636,121,19.02515723
hsa-miR-4493,500.5,2,0.3996004
hsa-miR-4492,725,143.5,19.79310345
hsa-miR-4491,535,14.5,2.710280374
hsa-miR-4490,828.5,225,27.15751358
hsa-miR-4489,491.5,34,6.917599186
hsa-miR-4488,739.5,200.5,27.11291413
hsa-miR-4487,420,31.5,7.5
hsa-miR-4486,591.5,21.5,3.634826712
hsa-miR-4485,494,14,2.834008097
hsa-miR-4484,408,3,0.735294118
hsa-miR-4483,473,3,0.634249471
hsa-miR-4482-5p,416,10,2.403846154
hsa-miR-4482-3p,492,80,16.2601626
hsa-miR-4481,589,155,26.31578947
hsa-miR-4480,501,34.5,6.886227545
hsa-miR-448,529,65,12.28733459
hsa-miR-4479,523.5,5,0.955109838
hsa-miR-4478,479,12,2.505219207
hsa-miR-4477b,515,77.5,15.04854369
hsa-miR-4477a,461,29.5,6.399132321
hsa-miR-4476,518,37,7.142857143
hsa-miR-4475,554,45,8.122743682
hsa-miR-4474-5p,614.5,224,36.45240033
hsa-miR-4474-3p,544,51,9.375
hsa-miR-4473,517.5,19,3.671497585
hsa-miR-4472,800,239,29.875
hsa-miR-4471,685,103,15.03649635
hsa-miR-4470,557,51.5,9.245960503
hsa-miR-4469,638.5,163,25.52858262
hsa-miR-4468,420.5,10.5,2.497027348
hsa-miR-4467,606.5,34,5.605935697
hsa-miR-4466,845,412,48.75739645
hsa-miR-4465,528,34.5,6.534090909
hsa-miR-4464,567.5,66,11.62995595
hsa-miR-4463,680,205,30.14705882
hsa-miR-4462,878,365.5,41.62870159
hsa-miR-4461,695,70,10.07194245
hsa-miR-4460,417.5,2,0.479041916
hsa-miR-4459,723.5,182,25.15549413
hsa-miR-4458,559.5,77.5,13.85165326
hsa-miR-4457,549,87.5,15.93806922
hsa-miR-4456,450,36,8
hsa-miR-4455,463.5,7,1.510248112
hsa-miR-4454,485.5,28,5.767250257
hsa-miR-4453,377,1.5,0.397877984
hsa-miR-4452,492.5,15.5,3.147208122
hsa-miR-4451,435.5,13.5,3.099885189
hsa-miR-4450,457,10.5,2.297592998
hsa-miR-4449,705,182.5,25.88652482
hsa-miR-4448,551.5,60.5,10.9700816
hsa-miR-4447,596.5,58.5,9.807208718
hsa-miR-4446-5p,482.5,47.5,9.844559585
hsa-miR-4446-3p,480,93,19.375
hsa-miR-4445-5p,476,13.5,2.836134454
hsa-miR-4445-3p,602.5,117,19.41908714
hsa-miR-4444,638,60.5,9.482758621
hsa-miR-4443,423,5,1.182033097
hsa-miR-4442,651,177.5,27.26574501
hsa-miR-4441,345,7,2.028985507
hsa-miR-4440,582.5,35.5,6.094420601
hsa-miR-4439,795,184,23.14465409
hsa-miR-4438,365.5,30,8.207934337
hsa-miR-4437,400,8.5,2.125
hsa-miR-4436b-5p,604,139,23.01324503
hsa-miR-4436b-3p,446,18,4.035874439
hsa-miR-4436a,666.5,280.5,42.08552138
hsa-miR-4435,608.5,110.5,18.15940838
hsa-miR-4434,506,80.5,15.90909091
hsa-miR-4433-5p,587.5,44,7.489361702
hsa-miR-4433-3p,570,51.5,9.035087719
hsa-miR-4432,507.5,28.5,5.615763547
hsa-miR-4431,903,431.5,47.78516058
hsa-miR-4430,417.5,3,0.718562874
hsa-miR-4429,483.5,52,10.7549121
hsa-miR-4428,793.5,300,37.80718336
hsa-miR-4427,688,184,26.74418605
hsa-miR-4426,393,23,5.852417303
hsa-miR-4425,444.5,16.5,3.712035996
hsa-miR-4424,535.5,86.5,16.15312792
hsa-miR-4423-5p,678.5,92,13.55932203
hsa-miR-4423-3p,439.5,0.5,0.113765643
hsa-miR-4422,459,40.5,8.823529412
hsa-miR-4421,448,25,5.580357143
hsa-miR-4420,781,233.5,29.89756722
hsa-miR-4419b,545.5,39,7.149404216
hsa-miR-4419a,462,4.5,0.974025974
hsa-miR-4418,589,26.5,4.499151104
hsa-miR-4417,769,341.5,44.4083225
hsa-miR-4330,684.5,106.5,15.55880205
hsa-miR-433-3p,576,18,3.125
hsa-miR-4329,892,345,38.67713004
hsa-miR-4328,747.5,268.5,35.91973244
hsa-miR-4327,538,66,12.26765799
hsa-miR-4326,470.5,43,9.139213603
hsa-miR-4325,435.5,2.5,0.574052813
hsa-miR-4324,613.5,144,23.47188264
hsa-miR-4323,744.5,243,32.63935527
hsa-miR-4322,620.5,39.5,6.365834005
hsa-miR-4321,627,60,9.56937799
hsa-miR-4320,642.5,79.5,12.37354086
hsa-miR-432-5p,492.5,33.5,6.802030457
hsa-miR-432-3p,428,12.5,2.920560748
hsa-miR-4319,695,244,35.10791367
hsa-miR-4318,588,24.5,4.166666667
hsa-miR-4317,700,162,23.14285714
hsa-miR-4316,614.5,41.5,6.753458096
hsa-miR-4315,433,2,0.461893764
hsa-miR-4314,608,120,19.73684211
hsa-miR-4313,609,39.5,6.486042693
hsa-miR-4312,556,41,7.374100719
hsa-miR-4311,447.5,11,2.458100559
hsa-miR-4310,864.5,406.5,47.02139965
hsa-miR-431-5p,561,7,1.247771836
hsa-miR-431-3p,407,4,0.982800983
hsa-miR-4309,525.5,51,9.705042816
hsa-miR-4308,563.5,109.5,19.43212067
hsa-miR-4307,489.5,37,7.558733401
hsa-miR-4306,449,12.5,2.783964365
hsa-miR-4305,467.5,62,13.26203209
hsa-miR-4304,529,24.5,4.631379962
hsa-miR-4303,588.5,37.5,6.37213254
hsa-miR-4302,715.5,165.5,23.13067785
hsa-miR-4301,626,155.5,24.84025559
hsa-miR-4300,578,38.5,6.660899654
hsa-miR-4299,626.5,223.5,35.67438148
hsa-miR-4298,809,308.5,38.13349815
hsa-miR-4297,330.5,4,1.210287443
hsa-miR-4296,634.5,7,1.10323089
hsa-miR-4295,806.5,118,14.63112213
hsa-miR-4294,547.5,77.5,14.15525114
hsa-miR-4293,472.5,15.5,3.28042328
hsa-miR-4292,535,97,18.13084112
hsa-miR-4291,582.5,48.5,8.326180258
hsa-miR-4290,541.5,39.5,7.29455217
hsa-miR-429,497.5,13,2.613065327
hsa-miR-4289,519.5,14.5,2.791145332
hsa-miR-4288,632,20,3.164556962
hsa-miR-4287,677.5,222.5,32.84132841
hsa-miR-4286,555.5,124.5,22.41224122
hsa-miR-4285,742.5,282.5,38.04713805
hsa-miR-4284,497,63,12.67605634
hsa-miR-4283,329,9,2.73556231
hsa-miR-4282,662.5,97,14.64150943
hsa-miR-4281,772.5,316,40.90614887
hsa-miR-4280,428.5,23,5.36756126
hsa-miR-4279,591.5,58,9.805579036
hsa-miR-4278,558.5,59,10.56401074
hsa-miR-4277,679,225.5,33.21060383
hsa-miR-4276,649.5,160.5,24.7113164
hsa-miR-4275,649,213,32.81972265
hsa-miR-4274,433,16.5,3.810623557
hsa-miR-4273,549.5,23.5,4.276615105
hsa-miR-4272,690,246.5,35.72463768
hsa-miR-4271,699,207,29.61373391
hsa-miR-4270,478.5,13.5,2.821316614
hsa-miR-4269,477,10.5,2.201257862
hsa-miR-4268,417.5,21,5.02994012
hsa-miR-4267,442,8.5,1.923076923
hsa-miR-4266,456.5,27.5,6.024096386
hsa-miR-4265,531,5,0.941619586
hsa-miR-4264,852,418.5,49.11971831
hsa-miR-4263,476.5,38,7.974816369
hsa-miR-4262,484.5,44.5,9.184726522
hsa-miR-4261,490,19,3.87755102
hsa-miR-4260,748,246,32.88770053
hsa-miR-4259,305.5,2.5,0.818330606
hsa-miR-4258,983.5,555,56.43111337
hsa-miR-4257,786.5,285.5,36.30006357
hsa-miR-4256,444,6.5,1.463963964
hsa-miR-4255,554.5,39.5,7.123534716
hsa-miR-4254,701,136.5,19.4721826
hsa-miR-4253,708.5,93,13.12632322
hsa-miR-4252,597,123.5,20.68676717
hsa-miR-4251,637.5,125,19.60784314
hsa-miR-425-5p,794,228.5,28.77833753
hsa-miR-425-3p,637,52,8.163265306
hsa-miR-424-5p,433.5,2.5,0.576701269
hsa-miR-424-3p,591,84,14.21319797
hsa-miR-423-5p,781.5,218,27.89507358
hsa-miR-423-3p,749.5,54.5,7.271514343
hsa-miR-422a,601.5,108.5,18.03823774
hsa-miR-421,666,113.5,17.04204204
hsa-miR-412,807.5,129,15.9752322
