ID,Total_Cell_Count,MCavg_Norm_Cell_Count,Z_score
hsa-miR-4482-3p,492,0.941045207,-0.621747207
hsa-miR-4481,589,1.126576478,0.01775269
hsa-miR-4480,501,0.958259449,-0.562412165
hsa-miR-448,529,1.011814867,-0.377814256
hsa-miR-4479,523.5,1.001295053,-0.41407456
hsa-miR-4478,479,0.916180192,-0.707453379
hsa-miR-4477b,515,0.985037158,-0.470113211
hsa-miR-4477a,461,0.881751708,-0.826123463
hsa-miR-4476,518,0.990775239,-0.450334863
hsa-miR-4475,554,1.059632205,-0.212994695
hsa-miR-4474-5p,614.5,1.175350162,0.185868643
hsa-miR-4474-3p,544,1.04050527,-0.27892252
hsa-miR-4473,517.5,0.989818892,-0.453631254
hsa-miR-4472,800,1.530154809,1.408829786
hsa-miR-4471,685,1.310195055,0.650659805
hsa-miR-4470,557,1.065370285,-0.193216348
hsa-miR-4469,638.5,1.221254807,0.344095421
hsa-miR-4468,420.5,0.804287621,-1.093131152
hsa-miR-4467,606.5,1.160048614,0.133126383
hsa-miR-4466,845,1.616226017,1.705504996
hsa-miR-4465,528,1.009902174,-0.384407039
hsa-miR-4464,567.5,1.085453567,-0.123992132
hsa-miR-4463,680,1.300631587,0.617695893
hsa-miR-4462,878,1.679344902,1.923066817
hsa-miR-4461,695,1.32932199,0.71658763
hsa-miR-4460,417.5,0.798549541,-1.112909499
hsa-miR-4459,723.5,1.383833755,0.904481929
hsa-miR-4458,559.5,1.070152019,-0.176734392
hsa-miR-4457,549,1.050068737,-0.245958607
hsa-miR-4456,450,0.86071208,-0.89864407
hsa-miR-4455,463.5,0.886533442,-0.809641507
hsa-miR-4454,485.5,0.928612699,-0.664600293
hsa-miR-4453,377,0.721085454,-1.379917188
hsa-miR-4452,492.5,0.942001554,-0.618450816
hsa-miR-4451,435.5,0.832978024,-0.994239415
hsa-miR-4450,457,0.874100934,-0.852494592
hsa-miR-4449,705,1.348448925,0.782515454
hsa-miR-4448,551.5,1.054850471,-0.229476651
hsa-miR-4447,596.5,1.140921679,0.067198559
hsa-miR-4446-5p,482.5,0.922874619,-0.68437864
hsa-miR-4446-3p,480,0.918092885,-0.700860596
hsa-miR-4445-5p,476,0.910442111,-0.727231726
hsa-miR-4445-3p,602.5,1.15239784,0.106755253
hsa-miR-4444,638,1.22029846,0.34079903
hsa-miR-4443,423,0.809069355,-1.076649196
hsa-miR-4442,651,1.245163476,0.426505202
hsa-miR-4441,345,0.659879261,-1.590886226
hsa-miR-4440,582.5,1.11414397,-0.025100396
hsa-miR-4439,795,1.520591341,1.375865874
hsa-miR-4438,365.5,0.699089478,-1.455734186
hsa-miR-4437,400,0.765077404,-1.228283192
hsa-miR-4436b-5p,604,1.15526688,0.116644427
hsa-miR-4436b-3p,446,0.853061306,-0.925015199
hsa-miR-4436a,666.5,1.274810225,0.52869333
hsa-miR-4435,608.5,1.163874001,0.146311948
hsa-miR-4434,506,0.967822916,-0.529448253
hsa-miR-4433-5p,587.5,1.123707438,0.007863517
hsa-miR-4433-3p,570,1.090235301,-0.107510176
hsa-miR-4432,507.5,0.970691957,-0.519559079
hsa-miR-4431,903,1.72716224,2.087886378
hsa-miR-4430,417.5,0.798549541,-1.112909499
hsa-miR-4429,483.5,0.924787312,-0.677785858
hsa-miR-4428,793.5,1.517722301,1.3659767
hsa-miR-4427,688,1.315933135,0.670438152
hsa-miR-4426,393,0.75168855,-1.274432669
hsa-miR-4425,444.5,0.850192266,-0.934904373
hsa-miR-4424,535.5,1.024247375,-0.33496117
hsa-miR-4423-5p,678.5,1.297762547,0.607806719
hsa-miR-4423-3p,439.5,0.840628798,-0.967868285
hsa-miR-4422,459,0.877926321,-0.839309028
hsa-miR-4421,448,0.856886693,-0.911829634
hsa-miR-4420,781,1.493813632,1.28356692
hsa-miR-4419b,545.5,1.04337431,-0.269033346
hsa-miR-4419a,462,0.883664402,-0.81953068
hsa-miR-4418,589,1.126576478,0.01775269
hsa-miR-4417,769,1.47086131,1.204453531
hsa-miR-4330,684.5,1.309238708,0.647363414
hsa-miR-433-3p,576,1.101711462,-0.067953481
hsa-miR-4329,892,1.706122612,2.015365771
hsa-miR-4328,747.5,1.429738399,1.062708708
hsa-miR-4327,538,1.029029109,-0.318479214
hsa-miR-4326,470.5,0.899922297,-0.763492029
hsa-miR-4325,435.5,0.832978024,-0.994239415
hsa-miR-4324,613.5,1.173437469,0.17927586
hsa-miR-4323,744.5,1.424000319,1.042930361
hsa-miR-4322,620.5,1.186826323,0.225425337
hsa-miR-4321,627,1.199258831,0.268278423
hsa-miR-4320,642.5,1.228905581,0.370466551
hsa-miR-432-5p,492.5,0.942001554,-0.618450816
hsa-miR-432-3p,428,0.818632823,-1.043685283
hsa-miR-4319,695,1.32932199,0.71658763
hsa-miR-4318,588,1.124663784,0.011159908
hsa-miR-4317,700,1.338885458,0.749551542
hsa-miR-4316,614.5,1.175350162,0.185868643
hsa-miR-4315,433,0.82819629,-1.010721371
hsa-miR-4314,608,1.162917655,0.143015557
hsa-miR-4313,609,1.164830348,0.149608339
hsa-miR-4312,556,1.063457592,-0.19980913
hsa-miR-4311,447.5,0.855930346,-0.915126026
hsa-miR-4310,864.5,1.65352354,1.834064254
hsa-miR-431-5p,561,1.07302106,-0.166845218
hsa-miR-431-3p,407,0.778466259,-1.182133715
hsa-miR-4309,525.5,1.00512044,-0.400888995
hsa-miR-4308,563.5,1.077802793,-0.150363262
hsa-miR-4307,489.5,0.936263474,-0.638229163
hsa-miR-4306,449,0.858799386,-0.905236852
hsa-miR-4305,467.5,0.894184216,-0.783270377
hsa-miR-4304,529,1.011814867,-0.377814256
hsa-miR-4303,588.5,1.125620131,0.014456299
hsa-miR-4302,715.5,1.368532207,0.85173967
hsa-miR-4301,626,1.197346138,0.261685641
hsa-miR-4300,578,1.105536849,-0.054767917
hsa-miR-4299,626.5,1.198302484,0.264982032
hsa-miR-4298,809,1.54736905,1.468164828
hsa-miR-4297,330.5,0.632145205,-1.686481572
hsa-miR-4296,634.5,1.213604033,0.317724292
hsa-miR-4295,806.5,1.542587316,1.451682872
hsa-miR-4294,547.5,1.047199697,-0.255847781
hsa-miR-4293,472.5,0.903747684,-0.750306465
hsa-miR-4292,535,1.023291028,-0.338257562
hsa-miR-4291,582.5,1.11414397,-0.025100396
hsa-miR-4290,541.5,1.035723536,-0.295404476
hsa-miR-429,497.5,0.951565022,-0.585486903
hsa-miR-4289,519.5,0.993644279,-0.44044569
hsa-miR-4288,632,1.208822299,0.301242336
hsa-miR-4287,677.5,1.295849854,0.601213937
hsa-miR-4286,555.5,1.062501245,-0.203105522
hsa-miR-4285,742.5,1.420174932,1.029744796
hsa-miR-4284,497,0.950608675,-0.588783295
hsa-miR-4283,329,0.629276165,-1.696370745
hsa-miR-4282,662.5,1.267159451,0.5023222
hsa-miR-4281,772.5,1.477555737,1.227528269
hsa-miR-4280,428.5,0.819589169,-1.040388892
hsa-miR-4279,591.5,1.131358212,0.034234646
hsa-miR-4278,558.5,1.068239326,-0.183327174
hsa-miR-4277,679,1.298718894,0.61110311
hsa-miR-4276,649.5,1.242294435,0.416616028
hsa-miR-4275,649,1.241338088,0.413319637
hsa-miR-4274,433,0.82819629,-1.010721371
hsa-miR-4273,549.5,1.051025084,-0.242662216
hsa-miR-4272,690,1.319758522,0.683623717
hsa-miR-4271,699,1.336972764,0.742958759
hsa-miR-4270,478.5,0.915223845,-0.71074977
hsa-miR-4269,477,0.912354805,-0.720638944
hsa-miR-4268,417.5,0.798549541,-1.112909499
hsa-miR-4267,442,0.845410532,-0.951386329
hsa-miR-4266,456.5,0.873144588,-0.855790984
hsa-miR-4265,531,1.015640254,-0.364628691
hsa-miR-4264,852,1.629614871,1.751654474
hsa-miR-4263,476.5,0.911398458,-0.723935335
hsa-miR-4262,484.5,0.926700006,-0.671193075
hsa-miR-4261,490,0.93721982,-0.634932772
hsa-miR-4260,748,1.430694746,1.066005099
hsa-miR-4259,305.5,0.584327868,-1.851301133
hsa-miR-4258,983.5,1.881134068,2.618605365
hsa-miR-4257,786.5,1.504333446,1.319827223
hsa-miR-4256,444,0.849235919,-0.938200764
hsa-miR-4255,554.5,1.060588552,-0.209698304
hsa-miR-4254,701,1.340798151,0.756144324
hsa-miR-4253,708.5,1.355143352,0.805590193
hsa-miR-4252,597,1.141878026,0.07049495
hsa-miR-4251,637.5,1.219342113,0.337502639
hsa-miR-425-5p,794,1.518678648,1.369273092
hsa-miR-425-3p,637,1.218385766,0.334206248
hsa-miR-424-5p,433.5,0.829152637,-1.00742498
hsa-miR-424-3p,591,1.130401865,0.030938255
hsa-miR-423-5p,781.5,1.494769979,1.286863311
hsa-miR-423-3p,749.5,1.433563786,1.075894273
hsa-miR-422a,601.5,1.150485147,0.100162471
hsa-miR-421,666,1.273853878,0.525396939
hsa-miR-412,807.5,1.54450001,1.458275655
hsa-miR-411-5p,583.5,1.116056664,-0.018507613
hsa-miR-411-3p,633.5,1.211691339,0.311131509
hsa-miR-410,630.5,1.205953259,0.291353162
hsa-miR-409-5p,381.5,0.729692574,-1.350249667
hsa-miR-409-3p,492,0.941045207,-0.621747207
hsa-miR-3978,653,1.248988863,0.439690767
hsa-miR-3977,406,0.776553565,-1.188726497
hsa-miR-3976,655,1.25281425,0.452876332
hsa-miR-3975,463.5,0.886533442,-0.809641507
hsa-miR-3974,437,0.835847064,-0.984350241
hsa-miR-3973,420.5,0.804287621,-1.093131152
hsa-miR-3972,705.5,1.349405272,0.785811845
hsa-miR-3960,550,1.051981431,-0.239365825
hsa-miR-3945,670,1.281504652,0.551768068
hsa-miR-3944-5p,595.5,1.139008986,0.060605776
hsa-miR-3944-3p,543,1.038592576,-0.285515302
hsa-miR-3943,611,1.168655735,0.162793904
hsa-miR-3942-5p,564,1.07875914,-0.147066871
hsa-miR-3942-3p,725.5,1.387659142,0.917667494
hsa-miR-3941,495,0.946783288,-0.60196886
hsa-miR-3940-5p,707.5,1.353230659,0.79899741
hsa-miR-3940-3p,637,1.218385766,0.334206248
hsa-miR-3939,948,1.813233448,2.384561588
hsa-miR-3938,693,1.325496603,0.703402065
hsa-miR-3937,573,1.095973382,-0.087731829
hsa-miR-3936,526.5,1.007033133,-0.394296212
hsa-miR-3935,570,1.090235301,-0.107510176
hsa-miR-3934-5p,765.5,1.464166882,1.181378792
hsa-miR-3934-3p,587.5,1.123707438,0.007863517
hsa-miR-3929,580.5,1.110318583,-0.03828596
hsa-miR-3928,712,1.36183778,0.828664931
hsa-miR-3927-5p,499.5,0.955390409,-0.572301339
hsa-miR-3927-3p,684.5,1.309238708,0.647363414
hsa-miR-3926,584.5,1.117969357,-0.011914831
hsa-miR-3925-5p,627.5,1.200215178,0.271574815
hsa-miR-3925-3p,599.5,1.14665976,0.086976906
hsa-miR-3924,561.5,1.073977406,-0.163548827
hsa-miR-3923,404.5,0.773684525,-1.198615671
hsa-miR-3922-5p,477.5,0.913311151,-0.717342552
hsa-miR-3922-3p,589.5,1.127532825,0.021049082
hsa-miR-3921,560.5,1.072064713,-0.170141609
hsa-miR-3920,717,1.371401247,0.861628843
hsa-miR-3919,706.5,1.351317965,0.792404628
hsa-miR-3918,439.5,0.840628798,-0.967868285
hsa-miR-3917,594.5,1.137096292,0.054012994
hsa-miR-3916,551,1.053894124,-0.232773043
hsa-miR-3915,470.5,0.899922297,-0.763492029
hsa-miR-3914,958,1.832360383,2.450489413
hsa-miR-3913-5p,873,1.669781435,1.890102905
hsa-miR-3913-3p,350.5,0.670399076,-1.554625923
hsa-miR-3912,778,1.488075551,1.263788573
hsa-miR-3911,429.5,0.821501863,-1.03379611
hsa-miR-3910,483,0.923830966,-0.681082249
hsa-miR-3909,614.5,1.175350162,0.185868643
hsa-miR-3908,485,0.927656353,-0.667896684
hsa-miR-3907,446,0.853061306,-0.925015199
hsa-miR-384,573,1.095973382,-0.087731829
hsa-miR-383,423,0.809069355,-1.076649196
hsa-miR-382-5p,497,0.950608675,-0.588783295
hsa-miR-382-3p,609.5,1.165786695,0.15290473
hsa-miR-381-5p,637,1.218385766,0.334206248
hsa-miR-381-3p,667,1.275766572,0.531989721
hsa-miR-380-5p,545.5,1.04337431,-0.269033346
hsa-miR-380-3p,613,1.172481122,0.175979469
hsa-miR-379-5p,634,1.212647686,0.3144279
hsa-miR-379-3p,635.5,1.215516726,0.324317074
hsa-miR-378j,367,0.701958518,-1.445845013
hsa-miR-378i,568.5,1.087366261,-0.11739935
hsa-miR-378h,582,1.113187623,-0.028396787
hsa-miR-378g,411.5,0.78707338,-1.152466194
hsa-miR-378f,584,1.11701301,-0.015211222
hsa-miR-378e,583,1.115100317,-0.021804004
hsa-miR-378d,642,1.227949234,0.36717016
hsa-miR-378c,537,1.027116415,-0.325071997
hsa-miR-378b,752,1.43834552,1.092376229
hsa-miR-378a-5p,396.5,0.758382977,-1.25135793
hsa-miR-378a-3p,587,1.122751091,0.004567125
hsa-miR-377-5p,550.5,1.052937778,-0.236069434
hsa-miR-377-3p,441.5,0.844454185,-0.95468272
hsa-miR-376c-5p,700,1.338885458,0.749551542
hsa-miR-376c-3p,624,1.193520751,0.248500076
hsa-miR-376b-5p,679.5,1.299675241,0.614399502
hsa-miR-376b-3p,497.5,0.951565022,-0.585486903
hsa-miR-376a-5p,371.5,0.710565639,-1.416177492
hsa-miR-376a-3p,461,0.881751708,-0.826123463
hsa-miR-376a-2-5p,541.5,1.035723536,-0.295404476
hsa-miR-375,644,1.231774621,0.380355725
hsa-miR-374c-5p,464.5,0.888446136,-0.803048724
hsa-miR-374c-3p,431.5,0.82532725,-1.020610545
hsa-miR-374b-5p,640.5,1.225080194,0.357280986
hsa-miR-374b-3p,435.5,0.832978024,-0.994239415
hsa-miR-374a-5p,719.5,1.376182981,0.878110799
hsa-miR-374a-3p,589.5,1.127532825,0.021049082
hsa-miR-373-5p,682,1.304456974,0.630881458
hsa-miR-373-3p,1006,1.924169672,2.76694297
hsa-miR-372,1098,2.100137475,3.373478955
hsa-miR-371b-5p,676,1.292980813,0.591324763
hsa-miR-371b-3p,819.5,1.567452332,1.537389044
hsa-miR-371a-5p,648,1.239425395,0.406726855
hsa-miR-371a-3p,860.5,1.645872766,1.807693124
hsa-miR-3714,488.5,0.93435078,-0.644821945
hsa-miR-3713,538,1.029029109,-0.318479214
hsa-miR-370,582.5,1.11414397,-0.025100396
hsa-miR-3692-5p,665.5,1.272897531,0.522100547
hsa-miR-3692-3p,590,1.128489171,0.024345473
hsa-miR-3691-5p,707,1.352274312,0.795701019
hsa-miR-3691-3p,672,1.285330039,0.564953633
hsa-miR-3690,697.5,1.334103724,0.733069586
hsa-miR-369-5p,558.5,1.068239326,-0.183327174
hsa-miR-369-3p,574,1.097886075,-0.081139046
hsa-miR-3689f,510,0.97547369,-0.503077123
hsa-miR-3689e,546.5,1.045287004,-0.262440564
hsa-miR-3689d,598.5,1.144747066,0.080384124
hsa-miR-3689c,484.5,0.926700006,-0.671193075
hsa-miR-3689b-5p,485,0.927656353,-0.667896684
hsa-miR-3689b-3p,493,0.942957901,-0.615154424
hsa-miR-3689a-5p,501.5,0.959215796,-0.559115774
hsa-miR-3689a-3p,509,0.973560997,-0.509669905
hsa-miR-3688-5p,551.5,1.054850471,-0.229476651
hsa-miR-3688-3p,647,1.237512701,0.400134072
hsa-miR-3687,715.5,1.368532207,0.85173967
hsa-miR-3686,513,0.981211771,-0.483298775
hsa-miR-3685,492.5,0.942001554,-0.618450816
hsa-miR-3684,859,1.643003726,1.797803951
hsa-miR-3683,689,1.317845829,0.677030935
hsa-miR-3682-5p,418,0.799505887,-1.109613108
hsa-miR-3682-3p,631.5,1.207865952,0.297945944
hsa-miR-3681-5p,722.5,1.381921062,0.897889147
hsa-miR-3681-3p,716,1.369488554,0.855036061
hsa-miR-3680-5p,610,1.166743042,0.156201122
hsa-miR-3680-3p,584.5,1.117969357,-0.011914831
hsa-miR-3679-5p,773.5,1.479468431,1.234121052
hsa-miR-3679-3p,801,1.532067502,1.415422569
hsa-miR-3678-5p,496,0.948695981,-0.595376077
hsa-miR-3678-3p,532,1.017552948,-0.358035909
hsa-miR-3677-5p,487.5,0.932438086,-0.651414728
hsa-miR-3677-3p,573,1.095973382,-0.087731829
hsa-miR-3676-5p,510.5,0.976430037,-0.499780732
hsa-miR-3676-3p,715,1.36757586,0.848443278
hsa-miR-3675-5p,398,0.761252017,-1.241468757
hsa-miR-3675-3p,817,1.562670598,1.520907088
hsa-miR-3674,478.5,0.915223845,-0.71074977
hsa-miR-3673,432,0.826283597,-1.017314154
hsa-miR-3672,759.5,1.452690721,1.141822097
hsa-miR-3671,493.5,0.943914248,-0.611858033
hsa-miR-3670,521,0.996513319,-0.430556516
hsa-miR-367-5p,475.5,0.909485764,-0.730528117
hsa-miR-367-3p,801,1.532067502,1.415422569
hsa-miR-3669,667.5,1.276722918,0.535286112
hsa-miR-3668,632.5,1.209778646,0.304538727
hsa-miR-3667-5p,661.5,1.265246757,0.495729418
hsa-miR-3667-3p,455.5,0.871231894,-0.862383766
hsa-miR-3666,861,1.646829113,1.810989516
hsa-miR-3665,502.5,0.961128489,-0.552522991
hsa-miR-3664-5p,613,1.172481122,0.175979469
hsa-miR-3664-3p,510,0.97547369,-0.503077123
hsa-miR-3663-5p,664,1.270028491,0.512211374
hsa-miR-3663-3p,694.5,1.328365643,0.713291238
hsa-miR-3662,565.5,1.08162818,-0.137177697
hsa-miR-3661,481.5,0.920961925,-0.690971423
hsa-miR-3660,509,0.973560997,-0.509669905
hsa-miR-365b-5p,812.5,1.554063477,1.491239567
hsa-miR-365b-3p,642.5,1.228905581,0.370466551
hsa-miR-365a-5p,816,1.560757905,1.514314305
hsa-miR-365a-3p,551.5,1.054850471,-0.229476651
hsa-miR-3659,612,1.170568429,0.169386687
hsa-miR-3658,564,1.07875914,-0.147066871
hsa-miR-3657,679.5,1.299675241,0.614399502
hsa-miR-3656,698.5,1.336016417,0.739662368
hsa-miR-3655,542,1.036679883,-0.292108085
hsa-miR-3654,498.5,0.953477715,-0.578894121
hsa-miR-3653,473.5,0.905660377,-0.743713682
hsa-miR-3652,457,0.874100934,-0.852494592
hsa-miR-3651,645.5,1.234643661,0.390244899
hsa-miR-3650,539.5,1.031898149,-0.308590041
hsa-miR-3649,806.5,1.542587316,1.451682872
hsa-miR-3648,693.5,1.32645295,0.706698456
hsa-miR-3646,577,1.103624156,-0.061360699
hsa-miR-363-5p,445,0.851148612,-0.931607982
hsa-miR-363-3p,628,1.201171525,0.274871206
hsa-miR-3622b-5p,440.5,0.842541491,-0.961275503
hsa-miR-3622b-3p,656.5,1.25568329,0.462765505
hsa-miR-3622a-5p,418.5,0.800462234,-1.106316717
hsa-miR-3622a-3p,744,1.423043972,1.039633969
hsa-miR-3621,541,1.034767189,-0.298700867
hsa-miR-3620-5p,345.5,0.660835608,-1.587589835
hsa-miR-3620-3p,772.5,1.477555737,1.227528269
hsa-miR-362-5p,472.5,0.903747684,-0.750306465
hsa-miR-362-3p,502.5,0.961128489,-0.552522991
hsa-miR-3619-5p,469.5,0.898009603,-0.770084812
hsa-miR-3619-3p,552.5,1.056763165,-0.222883869
hsa-miR-3618,556.5,1.064413939,-0.196512739
hsa-miR-3617-5p,1142.5,2.185252336,3.666857774
hsa-miR-3617-3p,546,1.044330657,-0.265736955
hsa-miR-3616-5p,466.5,0.892271523,-0.789863159
hsa-miR-3616-3p,477.5,0.913311151,-0.717342552
hsa-miR-3615,729.5,1.395309916,0.944038624
hsa-miR-3614-5p,515.5,0.985993505,-0.466816819
hsa-miR-3614-3p,520.5,0.995556972,-0.433852907
hsa-miR-3613-5p,653,1.248988863,0.439690767
hsa-miR-3613-3p,759,1.451734375,1.138525706
hsa-miR-3612,456,0.872188241,-0.859087375
hsa-miR-3611,509.5,0.974517344,-0.506373514
hsa-miR-3610,699.5,1.337929111,0.746255151
hsa-miR-361-5p,628,1.201171525,0.274871206
hsa-miR-361-3p,635,1.214560379,0.321020683
hsa-miR-3609,621.5,1.188739017,0.23201812
hsa-miR-3607-5p,596,1.139965332,0.063902167
hsa-miR-3607-3p,715,1.36757586,0.848443278
hsa-miR-3606-5p,633.5,1.211691339,0.311131509
hsa-miR-3606-3p,544,1.04050527,-0.27892252
hsa-miR-3605-5p,830.5,1.588491961,1.609909651
hsa-miR-3605-3p,590.5,1.129445518,0.027641864
hsa-miR-3591-5p,451.5,0.86358112,-0.888754896
hsa-miR-3591-3p,382.5,0.731605268,-1.343656885
hsa-miR-3529-5p,484,0.925743659,-0.674489466
hsa-miR-3529-3p,417,0.797593194,-1.11620589
hsa-miR-34c-5p,372,0.711521986,-1.4128811
hsa-miR-34c-3p,434,0.830108984,-1.004128589
hsa-miR-34b-5p,399.5,0.764121058,-1.231579583
hsa-miR-34b-3p,475.5,0.909485764,-0.730528117
hsa-miR-34a-5p,438,0.837759758,-0.977757459
hsa-miR-34a-3p,496,0.948695981,-0.595376077
hsa-miR-346,650.5,1.244207129,0.423208811
hsa-miR-345-5p,799,1.528242115,1.402237004
hsa-miR-345-3p,623.5,1.192564404,0.245203685
hsa-miR-342-5p,351.5,0.672311769,-1.54803314
hsa-miR-342-3p,583.5,1.116056664,-0.018507613
hsa-miR-340-5p,368,0.703871212,-1.43925223
hsa-miR-340-3p,673.5,1.288199079,0.574842807
hsa-miR-33b-5p,454,0.868362854,-0.87227294
hsa-miR-33b-3p,859.5,1.643960072,1.801100342
hsa-miR-33a-5p,466.5,0.892271523,-0.789863159
hsa-miR-33a-3p,522,0.998426013,-0.423963733
hsa-miR-339-5p,536.5,1.026160069,-0.328368388
hsa-miR-339-3p,895,1.711860692,2.035144119
hsa-miR-338-5p,622.5,1.19065171,0.238610902
hsa-miR-338-3p,561,1.07302106,-0.166845218
hsa-miR-337-5p,523,1.000338706,-0.417370951
hsa-miR-337-3p,659,1.260465024,0.479247462
hsa-miR-335-5p,570.5,1.091191648,-0.104213785
hsa-miR-335-3p,651.5,1.246119822,0.429801593
hsa-miR-331-5p,763.5,1.460341495,1.168193227
hsa-miR-331-3p,683.5,1.307326015,0.640770631
hsa-miR-330-5p,592.5,1.133270905,0.040827429
hsa-miR-330-3p,651.5,1.246119822,0.429801593
hsa-miR-329,465,0.889402483,-0.799752333
hsa-miR-328,679,1.298718894,0.61110311
hsa-miR-326,520.5,0.995556972,-0.433852907
hsa-miR-325,622,1.189695364,0.235314511
hsa-miR-324-5p,619.5,1.18491363,0.218832555
hsa-miR-324-3p,809,1.54736905,1.468164828
hsa-miR-323b-5p,426,0.814807436,-1.056870848
hsa-miR-323b-3p,663,1.268115798,0.505618591
hsa-miR-323a-5p,461,0.881751708,-0.826123463
hsa-miR-323a-3p,441.5,0.844454185,-0.95468272
hsa-miR-320e,610,1.166743042,0.156201122
hsa-miR-320d,601,1.1495288,0.09686608
hsa-miR-320c,664.5,1.270984838,0.515507765
hsa-miR-320b,720.5,1.378095675,0.884703582
hsa-miR-320a,648.5,1.240381742,0.410023246
hsa-miR-3202,429,0.820545516,-1.037092501
hsa-miR-3201,990,1.893566576,2.661458451
hsa-miR-3200-5p,463,0.885577095,-0.812937898
hsa-miR-3200-3p,506.5,0.968779263,-0.526151861
hsa-miR-32-5p,709,1.356099699,0.808886584
hsa-miR-32-3p,448.5,0.85784304,-0.908533243
hsa-miR-3199,815.5,1.559801558,1.511017914
hsa-miR-3198,673.5,1.288199079,0.574842807
hsa-miR-3197,486.5,0.930525393,-0.65800751
hsa-miR-3196,663,1.268115798,0.505618591
hsa-miR-3195,692,1.323583909,0.696809282
hsa-miR-3194-5p,668.5,1.278635612,0.541878895
hsa-miR-3194-3p,538,1.029029109,-0.318479214
hsa-miR-3193,519.5,0.993644279,-0.44044569
hsa-miR-3192,352,0.673268116,-1.544736749
hsa-miR-3191-5p,402,0.768902791,-1.215097627
hsa-miR-3191-3p,419,0.801418581,-1.103020325
hsa-miR-3190-5p,539.5,1.031898149,-0.308590041
hsa-miR-3190-3p,502.5,0.961128489,-0.552522991
hsa-miR-3189-5p,741,1.417305891,1.019855622
hsa-miR-3189-3p,392.5,0.750732203,-1.27772906
hsa-miR-3188,469,0.897053257,-0.773381203
hsa-miR-3187-5p,481.5,0.920961925,-0.690971423
hsa-miR-3187-3p,684.5,1.309238708,0.647363414
hsa-miR-3186-5p,658.5,1.259508677,0.47595107
hsa-miR-3186-3p,429,0.820545516,-1.037092501
hsa-miR-3185,495,0.946783288,-0.60196886
hsa-miR-3184-5p,858,1.641091032,1.791211168
hsa-miR-3184-3p,479.5,0.917136538,-0.704156987
hsa-miR-3183,676,1.292980813,0.591324763
hsa-miR-3182,678,1.2968062,0.604510328
hsa-miR-3181,537.5,1.028072762,-0.321775606
hsa-miR-3180-5p,610.5,1.167699388,0.159497513
hsa-miR-3180-3p,529,1.011814867,-0.377814256
hsa-miR-3180,464,0.887489789,-0.806345115
hsa-miR-3179,397,0.759339324,-1.248061539
hsa-miR-3178,791.5,1.513896914,1.352791136
hsa-miR-3177-5p,518.5,0.991731585,-0.447038472
hsa-miR-3177-3p,438,0.837759758,-0.977757459
hsa-miR-3176,664,1.270028491,0.512211374
hsa-miR-3175,650,1.243250782,0.41991242
hsa-miR-3174,484,0.925743659,-0.674489466
hsa-miR-3173-5p,411.5,0.78707338,-1.152466194
hsa-miR-3173-3p,474,0.906616724,-0.740417291
hsa-miR-3171,618.5,1.183000936,0.212239773
hsa-miR-3170,301.5,0.576677093,-1.877672263
hsa-miR-3169,706,1.350361619,0.789108236
hsa-miR-3168,453,0.86645016,-0.878865722
hsa-miR-3167,592,1.132314558,0.037531038
hsa-miR-3166,494,0.944870594,-0.608561642
hsa-miR-3165,412,0.788029726,-1.149169802
hsa-miR-3164,745,1.424956666,1.046226752
hsa-miR-3163,605,1.157179574,0.123237209
hsa-miR-3162-5p,639.5,1.2231675,0.350688204
hsa-miR-3162-3p,472.5,0.903747684,-0.750306465
hsa-miR-3161,522.5,0.999382359,-0.420667342
hsa-miR-3160-5p,486.5,0.930525393,-0.65800751
hsa-miR-3160-3p,524.5,1.003207746,-0.407481777
hsa-miR-3159,571,1.092147995,-0.100917394
hsa-miR-3158-5p,300.5,0.5747644,-1.884265045
hsa-miR-3158-3p,429.5,0.821501863,-1.03379611
hsa-miR-3157-5p,370.5,0.708652946,-1.422770274
hsa-miR-3157-3p,418,0.799505887,-1.109613108
hsa-miR-3156-5p,745.5,1.425913012,1.049523143
hsa-miR-3156-3p,345,0.659879261,-1.590886226
hsa-miR-3155b,453,0.86645016,-0.878865722
hsa-miR-3155a,624.5,1.194477097,0.251796467
hsa-miR-3154,406,0.776553565,-1.188726497
hsa-miR-3153,838,1.602837162,1.659355519
hsa-miR-3152-5p,593,1.134227252,0.04412382
hsa-miR-3152-3p,638.5,1.221254807,0.344095421
hsa-miR-3151,535.5,1.024247375,-0.33496117
hsa-miR-3150b-5p,716.5,1.3704449,0.858332452
hsa-miR-3150b-3p,890.5,1.703253571,2.005476598
hsa-miR-3150a-5p,616.5,1.179175549,0.199054208
hsa-miR-3150a-3p,547,1.04624335,-0.259144172
hsa-miR-3149,533,1.019465641,-0.351443127
hsa-miR-3148,662.5,1.267159451,0.5023222
hsa-miR-3147,611.5,1.169612082,0.166090295
hsa-miR-3146,531,1.015640254,-0.364628691
hsa-miR-3145-5p,635,1.214560379,0.321020683
hsa-miR-3145-3p,518.5,0.991731585,-0.447038472
hsa-miR-3144-5p,663,1.268115798,0.505618591
hsa-miR-3144-3p,538.5,1.029985456,-0.315182823
hsa-miR-3143,597.5,1.142834373,0.073791341
hsa-miR-3142,428,0.818632823,-1.043685283
hsa-miR-3141,750.5,1.43547648,1.082487055
hsa-miR-3140-5p,456,0.872188241,-0.859087375
hsa-miR-3140-3p,293.5,0.561375545,-1.930414522
